title,revenue_worldwide,revenue_domestic,domestic_pct,revenue_foreign,foreign_pct,release_year,rank,title_key
Robots,262511490.0,128200012.0,48.8,134311478.0,51.2,2005,,robots
Constantine,230884728.0,75976178.0,32.9,154908550.0,67.1,2005,,constantine
Flightplan,223387299.0,89707299.0,40.2,133680000.0,59.8,2005,,flightplan
Kingdom of Heaven,218122627.0,47398413.0,21.7,170724214.0,78.3,2005,,kingdom of heaven
Fun with Dick and Jane,204681899.0,110332737.0,53.900000000000006,94349162.0,46.1,2005,,fun with dick and jane
The Pacifier,198636868.0,113086868.0,56.89999999999999,85550000.0,43.1,2005,,the pacifier
Wallace & Gromit: The Curse of the Were0Rabbit,192614977.0,56110897.0,29.100000000000005,136504080.0,70.9,2005,,wallace & gromit: the curse of the were0rabbit
The Longest Yard,191466556.0,158119460.0,82.6,33347096.0,17.4,2005,,the longest yard
Walk the Line,186797986.0,119519402.0,64.0,67278584.0,36.0,2005,,walk the line
Brokeback Mountain,178062759.0,83043761.0,46.6,95018998.0,53.400000000000006,2005,,brokeback mountain
The 400Year0Old Virgin,177378645.0,109449237.0,61.7,67929408.0,38.3,2005,,the 400year0old virgin
The Ring Two,163995949.0,76231249.0,46.5,87764700.0,53.5,2005,,the ring two
The Island,162949164.0,35818913.0,22.0,127130251.0,78.0,2005,,the island
The Interpreter,162944923.0,72708161.0,44.6,90236762.0,55.39999999999999,2005,,the interpreter
Memoirs of a Geisha,162242962.0,57490508.0,35.4,104752454.0,64.6,2005,,memoirs of a geisha
Sin City,158733820.0,74103820.0,46.7,84630000.0,53.29999999999999,2005,,sin city
Monster0in0Law,155457327.0,82931301.0,53.29999999999999,72526026.0,46.7,2005,,monster0in0law
Saw II,147748505.0,87039965.0,58.9,60708540.0,41.1,2005,,saw ii
The Exorcism of Emily Rose,145166804.0,75072454.0,51.7,70094350.0,48.3,2005,,the exorcism of emily rose
Herbie Fully Loaded,144146816.0,66023816.0,45.8,78123000.0,54.2,2005,,herbie fully loaded
The Legend of Zorro,142400065.0,46464023.0,32.6,95936042.0,67.4,2005,,the legend of zorro
Bewitched,131426169.0,63313159.0,48.2,68113010.0,51.800000000000004,2005,,bewitched
Munich,130982129.0,47403685.0,36.2,83578444.0,63.800000000000004,2005,,munich
Cheaper by the Dozen 2,130154568.0,82571173.0,63.4,47583395.0,36.6,2005,,cheaper by the dozen 2
March of the Penguins,127392693.0,77437223.0,60.8,49955470.0,39.2,2005,,march of the penguins
Nanny McPhee,123276807.0,47144110.0,38.2,76132697.0,61.8,2005,,nanny mcphee
Hide and Seek,123204920.0,51100486.0,41.5,72104434.0,58.5,2005,,hide and seek
Pride & Prejudice,121616555.0,38405088.0,31.6,83211467.0,68.4,2005,,pride & prejudice
Sahara,119240351.0,68671925.0,57.60000000000001,50568426.0,42.4,2005,,sahara
Corpse Bride,118090836.0,53359111.0,45.2,64731725.0,54.79999999999999,2005,,corpse bride
The Dukes of Hazzard,111069515.0,80270227.0,72.3,30799288.0,27.699999999999996,2005,,the dukes of hazzard
Hoodwinked!,110013167.0,51386611.0,46.7,58626556.0,53.29999999999999,2005,,hoodwinked!
Cinderella Man,108539911.0,61649911.0,56.8,46890000.0,43.2,2005,,cinderella man
The Amityville Horror,107516369.0,65233369.0,60.699999999999996,42283000.0,39.3,2005,,the amityville horror
The Brothers Grimm,105316267.0,37916267.0,36.0,67400000.0,64.0,2005,,the brothers grimm
The Hitchhiker's Guide to the Galaxy,104478416.0,51085416.0,48.9,53393000.0,51.1,2005,,the hitchhiker's guide to the galaxy
Guess Who,103121466.0,68915888.0,66.8,34205578.0,33.2,2005,,guess who
Just Like Heaven,102854431.0,48318130.0,47.0,54536301.0,53.0,2005,,just like heaven
Miss Congeniality 2: Armed & Fabulous,101393569.0,48478006.0,47.8,52915563.0,52.2,2005,,miss congeniality 2: armed & fabulous
Crash,98410061.0,54580300.0,55.50000000000001,43829761.0,44.5,2005,,crash
Are We There Yet?,97918663.0,82674398.0,84.4,15244265.0,15.6,2005,,are we there yet?
Jarhead,97076152.0,62658220.0,64.5,34417932.0,35.5,2005,,jarhead
Red Eye,96258201.0,57891803.0,60.099999999999994,38366398.0,39.9,2005,,red eye
Be Cool,95763716.0,56046979.0,58.5,39716737.0,41.5,2005,,be cool
The Skeleton Key,93983911.0,47907715.0,51.0,46076196.0,49.0,2005,,the skeleton key
Syriana,93974620.0,50824620.0,54.1,43150000.0,45.9,2005,,syriana
The Family Stone,92884429.0,60062868.0,64.7,32821561.0,35.3,2005,,the family stone
Four Brothers,92374674.0,74494381.0,80.6,17880293.0,19.4,2005,,four brothers
White Noise,91196419.0,56386759.0,61.8,34809660.0,38.2,2005,,white noise
Racing Stripes,90754475.0,49772522.0,54.79999999999999,40981953.0,45.2,2005,,racing stripes
Transporter 2,89083229.0,43095856.0,48.4,45987373.0,51.6,2005,,transporter 2
Rumor Has It...,88933562.0,43000262.0,48.4,45933300.0,51.6,2005,,rumor has it...
Sky High,86369815.0,63946815.0,74.0,22423000.0,26.0,2005,,sky high
Match Point,85638656.0,23151529.0,27.0,62487127.0,73.0,2005,,match point
In Her Shoes,83697473.0,32880591.0,39.3,50816882.0,60.699999999999996,2005,,in her shoes
The Constant Gardener,82466670.0,33579797.0,40.7,48886873.0,59.3,2005,,the constant gardener
Stealth,79268322.0,32116746.0,40.5,47151576.0,59.5,2005,,stealth
Hostage,77608617.0,34639939.0,44.6,42968678.0,55.39999999999999,2005,,hostage
Coach Carter,76669554.0,67264877.0,87.7,9404677.0,12.3,2005,,coach carter
The King and the Clown,74466867.0,0.0,0.0,74466867.0,100.0,2005,,the king and the clown
"Yours, Mine & Ours",72662923.0,53412862.0,73.5,19250061.0,26.5,2005,,"yours, mine & ours"
Lord of War,72617068.0,24149632.0,33.3,48467436.0,66.7,2005,,lord of war
The Adventures of Sharkboy and Lavagirl 30D,71992655.0,39177684.0,54.400000000000006,32814971.0,45.6,2005,,the adventures of sharkboy and lavagirl 30d
xXx: State of the Union,71410636.0,26873932.0,37.6,44536704.0,62.4,2005,,xxx: state of the union
House of Wax,68766121.0,32064800.0,46.6,36701321.0,53.400000000000006,2005,,house of wax
Prime,67937494.0,22827153.0,33.6,45110341.0,66.4,2005,,prime
Boogeyman,67192859.0,46752382.0,69.6,20440477.0,30.4,2005,,boogeyman
Zathura: A Space Adventure,65079236.0,29258869.0,45.0,35820235.0,55.00000000000001,2005,,zathura: a space adventure
Valiant,61746888.0,19478106.0,31.5,42268782.0,68.5,2005,,valiant
A History of Violence,61385065.0,31504633.0,51.300000000000004,29880432.0,48.7,2005,,a history of violence
Son of the Mask,59981548.0,17018422.0,28.4,42963126.0,71.6,2005,,son of the mask
Must Love Dogs,58231520.0,43894863.0,75.4,14336657.0,24.6,2005,,must love dogs
Doom,58072119.0,28212337.0,48.6,29859782.0,51.4,2005,,doom
Derailed,57479076.0,36024076.0,62.7,21455000.0,37.3,2005,,derailed
The Descent,57051053.0,26024456.0,45.6,31026597.0,54.400000000000006,2005,,the descent
Elektra,56995646.0,24409722.0,42.8,32585924.0,57.2,2005,,elektra
Kicking & Screaming,56070433.0,52842724.0,94.2,3227709.0,5.8,2005,,kicking & screaming
"Good Night, and Good Luck.",54641191.0,31558003.0,57.8,23083188.0,42.2,2005,,"good night, and good luck."
Ãon Flux,53321673.0,25874337.0,48.5,27447336.0,51.5,2005,,ãon flux
Pooh's Heffalump Movie,52858433.0,18098433.0,34.2,34760000.0,65.8,2005,,pooh's heffalump movie
Elizabethtown,52164016.0,26850426.0,51.5,25313590.0,48.5,2005,,elizabethtown
Just Friends,50912434.0,32619671.0,64.1,18292763.0,35.9,2005,,just friends
Unleashed,50871113.0,24537621.0,48.2,26333492.0,51.800000000000004,2005,,unleashed
Diary of a Mad Black Woman,50652203.0,50633099.0,100.0,19104.0,,2005,,diary of a mad black woman
Fever Pitch,50605163.0,42071069.0,83.1,8534094.0,16.9,2005,,fever pitch
Capote,49327405.0,28750530.0,58.3,20576875.0,41.7,2005,,capote
Broken Flowers,47329961.0,13744960.0,28.999999999999996,33585001.0,71.0,2005,,broken flowers
The Wedding Date,47096206.0,31726995.0,67.4,15369211.0,32.6,2005,,the wedding date
Land of the Dead,47074133.0,20700082.0,44.0,26374051.0,56.00000000000001,2005,,land of the dead
Get Rich or Die Tryin',46563961.0,30985352.0,66.5,15578609.0,33.5,2005,,get rich or die tryin'
The Fog,46201432.0,29550869.0,64.0,16650563.0,36.0,2005,,the fog
Into the Blue,46117696.0,18801234.0,40.8,27316462.0,59.20000000000001,2005,,into the blue
Deuce Bigalow: European Gigolo,45109561.0,22400154.0,49.7,22709407.0,50.3,2005,,deuce bigalow: european gigolo
Dark Water 2005 Re0release,44347079.0,25473352.0,57.4,18873727.0,42.6,2005,,dark water 2005 re0release
A Lot Like Love,42886719.0,21845719.0,50.9,21041000.0,49.1,2005,,a lot like love
Oliver Twist,42580321.0,2080321.0,4.9,40500000.0,95.1,2005,,oliver twist
The Sisterhood of the Traveling Pants,42013878.0,39053061.0,93.0,2960817.0,7.000000000000001,2005,,the sisterhood of the traveling pants
Serenity,40445129.0,25514517.0,63.1,14930612.0,36.9,2005,,serenity
The Ringer,40442443.0,35428675.0,87.6,5013768.0,12.4,2005,,the ringer
Magnificent Desolation: Walking on the Moon,40339402.0,34137524.0,84.6,6201878.0,15.4,2005,,magnificent desolation: walking on the moon
Yamato,39287114.0,0.0,0.0,39287114.0,100.0,2005,,yamato
Dreamer,38741732.0,32751093.0,84.5,5990639.0,15.5,2005,,dreamer
Always: Sunset on Third Street,38573583.0,0.0,0.0,38573583.0,100.0,2005,,always: sunset on third street
The Producers,38075318.0,19398532.0,50.9,18676786.0,49.1,2005,,the producers
Casanova,37691644.0,11304403.0,30.0,26387241.0,70.0,2005,,casanova
Beauty Shop,37245453.0,36351350.0,97.6,894103.0,2.4,2005,,beauty shop
PokÃ©mon: Lucario and the Mystery of Mew,37228626.0,0.0,0.0,37228626.0,100.0,2005,,pokã©mon: lucario and the mystery of mew
Negotiator: Mashita Masayoshi,36733286.0,0.0,0.0,36733286.0,100.0,2005,,negotiator: mashita masayoshi
Assault on Precinct 13,35294470.0,20040895.0,56.8,15253575.0,43.2,2005,,assault on precinct 13
Nana,34671042.0,0.0,0.0,34671042.0,100.0,2005,,nana
Wild Safari 0 A South African Adventure,34257135.0,16621530.0,48.5,17635605.0,51.5,2005,,wild safari 0 a south african adventure
Bad News Bears,34252847.0,32868349.0,96.0,1384498.0,4.0,2005,,bad news bears
Because of Winn0Dixie,33589427.0,32647042.0,97.2,942385.0,2.8,2005,,because of winn0dixie
The Cave,33296457.0,15007991.0,45.1,18288466.0,54.89999999999999,2005,,the cave
Marathon,33284089.0,0.0,0.0,33284089.0,100.0,2005,,marathon
The Brice Man,33026616.0,0.0,0.0,33026616.0,100.0,2005,,the brice man
Cry Wolf,32586408.0,10047674.0,30.8,22538734.0,69.2,2005,,cry wolf
The Suspect: Muroi Shinji,32104229.0,0.0,0.0,32104229.0,100.0,2005,,the suspect: muroi shinji
Marrying the Mafia 2: Enemy0in0Law,31835989.0,0.0,0.0,31835989.0,100.0,2005,,marrying the mafia 2: enemy0in0law
Welcome to Dongmakgol,31787130.0,0.0,0.0,31787130.0,100.0,2005,,welcome to dongmakgol
Rent,31670620.0,29077547.0,91.8,2593073.0,8.2,2005,,rent
The New World 2005 Re0release,31510855.0,12712093.0,40.3,18798762.0,59.699999999999996,2005,,the new world 2005 re0release
Train Man,31090100.0,0.0,0.0,31090100.0,100.0,2005,,train man
The Promise,30925693.0,669625.0,2.2,30256068.0,97.8,2005,,the promise
Wolf Creek,30762648.0,16188180.0,52.6,14574468.0,47.4,2005,,wolf creek
Two for the Money,30526509.0,22991379.0,75.3,7535130.0,24.7,2005,,two for the money
Cursed,29621722.0,19297522.0,65.1,10324200.0,34.9,2005,,cursed
The Upside of Anger,28237488.0,18761993.0,66.4,9475495.0,33.6,2005,,the upside of anger
Mrs. Henderson Presents,27876417.0,11036366.0,39.6,16840051.0,60.4,2005,,mrs. henderson presents
Ice Princess,27645491.0,24402491.0,88.3,3243000.0,11.7,2005,,ice princess
Goal! The Dream Begins,27610873.0,4283255.0,15.5,23327618.0,84.5,2005,,goal! the dream begins
The Protector,27165581.0,12044087.0,44.3,15121494.0,55.7,2005,,the protector
Doogal,26711924.0,7438000.0,27.800000000000004,19273924.0,72.2,2005,,doogal
Typhoon,26179656.0,139059.0,0.5,26040597.0,99.5,2005,,typhoon
9th Company,26146165.0,0.0,0.0,26146165.0,100.0,2005,,9th company
Natale a Miami,25643184.0,0.0,0.0,25643184.0,100.0,2005,,natale a miami
The Tiger and the Snow,25460023.0,10167.0,,25449856.0,100.0,2005,,the tiger and the snow
North Country,25211175.0,18337722.0,72.7,6873453.0,27.3,2005,,north country
April Snow,24873159.0,0.0,0.0,24873159.0,100.0,2005,,april snow
I Love You in Every Language in the World,23941317.0,0.0,0.0,23941317.0,100.0,2005,,i love you in every language in the world
Lady Vengeance,23834149.0,211667.0,0.9000000000000001,23622482.0,99.1,2005,,lady vengeance
Russian Dolls,23727301.0,326095.0,1.4,23401206.0,98.6,2005,,russian dolls
Hustle & Flow,23563727.0,22202809.0,94.2,1360918.0,5.8,2005,,hustle & flow
Another Public Enemy,23248003.0,0.0,0.0,23248003.0,100.0,2005,,another public enemy
Domino,22944502.0,10169202.0,44.3,12775300.0,55.7,2005,,domino
The White Massai,22632255.0,0.0,0.0,22632255.0,100.0,2005,,the white massai
Manual of Love,22079820.0,0.0,0.0,22079820.0,100.0,2005,,manual of love
Torrente 3: El protector,21762391.0,0.0,0.0,21762391.0,100.0,2005,,torrente 3: el protector
Man of the House,21577624.0,19699706.0,91.3,1877918.0,8.7,2005,,man of the house
Year One in the North,21360942.0,0.0,0.0,21360942.0,100.0,2005,,year one in the north
The Jacket,21126225.0,6303762.0,29.799999999999997,14822463.0,70.2,2005,,the jacket
The Devil's Rejects,20901859.0,17044981.0,81.5,3856878.0,18.5,2005,,the devil's rejects
A Moment to Remember,20865847.0,0.0,0.0,20865847.0,100.0,2005,,a moment to remember
Lorelei,19806585.0,0.0,0.0,19806585.0,100.0,2005,,lorelei
The Perfect Man,19770475.0,16535005.0,83.6,3235470.0,16.4,2005,,the perfect man
Mapado,19286223.0,0.0,0.0,19286223.0,100.0,2005,,mapado
The Weather Man,19126398.0,12482775.0,65.3,6643623.0,34.7,2005,,the weather man
Iznogoud0 Caliph Instead of the Caliph,18725588.0,0.0,0.0,18725588.0,100.0,2005,,iznogoud0 caliph instead of the caliph
Detective Conan: Strategy Above the Depths,18723952.0,0.0,0.0,18723952.0,100.0,2005,,detective conan: strategy above the depths
Waiting...,18637690.0,16124543.0,86.5,2513147.0,13.5,2005,,waiting...
An Unfinished Life,18618284.0,8586392.0,46.1,10031892.0,53.900000000000006,2005,,an unfinished life
My Father and My Son,18612999.0,0.0,0.0,18612999.0,100.0,2005,,my father and my son
Keeping Mum,18575768.0,1619466.0,8.7,16956302.0,91.3,2005,,keeping mum
The Turkish Gambit,18520000.0,0.0,0.0,18520000.0,100.0,2005,,the turkish gambit
As It Is in Heaven,18318233.0,0.0,0.0,18318233.0,100.0,2005,,as it is in heaven
The World's Fastest Indian,18297690.0,5128124.0,28.000000000000004,13169566.0,72.0,2005,,the world's fastest indian
Night Watch 2005 Re0release,17939389.0,1502188.0,8.4,16437201.0,91.6,2005,,night watch 2005 re0release
Joyeux Noel,17709155.0,1054361.0,6.0,16654794.0,94.0,2005,,joyeux noel
You Are My Sunshine,17650142.0,0.0,0.0,17650142.0,100.0,2005,,you are my sunshine
Palais royal!,17612135.0,0.0,0.0,17612135.0,100.0,2005,,palais royal!
Roll Bounce,17500866.0,17380866.0,99.3,120000.0,0.7,2005,,roll bounce
Rebound,17492014.0,16809014.0,96.1,683000.0,3.9,2005,,rebound
Stormy Night,17379776.0,0.0,0.0,17379776.0,100.0,2005,,stormy night
The Matador,17347231.0,12594698.0,72.6,4752533.0,27.399999999999995,2005,,the matador
Aegis,16869261.0,0.0,0.0,16869261.0,100.0,2005,,aegis
CachÃ©,16197824.0,3647381.0,22.5,12550443.0,77.5,2005,,cachã©
The Great Yokai War,15787492.0,0.0,0.0,15787492.0,100.0,2005,,the great yokai war
Kiss Kiss Bang Bang,15785148.0,4243756.0,26.899999999999995,11541392.0,73.1,2005,,kiss kiss bang bang
The Gospel,15778152.0,15778152.0,100.0,0.0,0.0,2005,,the gospel
Two Sons of Francisco,15508288.0,0.0,0.0,15508288.0,100.0,2005,,two sons of francisco
The Greatest Game Ever Played,15431177.0,15337393.0,99.4,93784.0,0.6,2005,,the greatest game ever played
Transamerica,15151744.0,9015303.0,59.5,6136441.0,40.5,2005,,transamerica
"Murder, Take One",14915208.0,0.0,0.0,14915208.0,100.0,2005,,"murder, take one"
Most Beautiful Week in My Life,14765033.0,0.0,0.0,14765033.0,100.0,2005,,most beautiful week in my life
Samurai Commando: Mission 1549,14648713.0,0.0,0.0,14648713.0,100.0,2005,,samurai commando: mission 1549
Blood Rain,14270938.0,0.0,0.0,14270938.0,100.0,2005,,blood rain
Proof,14189860.0,7535331.0,53.1,6654529.0,46.9,2005,,proof
Pirates of the Caribbean: Dead Man's Chest,1066179725.0,423315812.0,39.7,642863913.0,60.3,2006,,pirates of the caribbean: dead man's chest
The Da Vinci Code,760006945.0,217536138.0,28.6,542470807.0,71.4,2006,,the da vinci code
Ice Age: The Meltdown,660998756.0,195330621.0,29.600000000000005,465668135.0,70.4,2006,,ice age: the meltdown
Casino Royale,606000064.0,167445960.0,27.6,438553632.0,72.4,2006,,casino royale
Night at the Museum,574480841.0,250863268.0,43.7,323617573.0,56.3,2006,,night at the museum
Cars,461983149.0,244082982.0,52.800000000000004,217900167.0,47.2,2006,,cars
X0Men: The Last Stand,460435291.0,234362462.0,50.9,226072829.0,49.1,2006,,x0men: the last stand
Mission: Impossible III,398479497.0,134029801.0,33.6,264449696.0,66.4,2006,,mission: impossible iii
Superman Returns,391081192.0,200081192.0,51.2,191000000.0,48.8,2006,,superman returns
Happy Feet,384335608.0,198000317.0,51.5,186335291.0,48.5,2006,,happy feet
Over the Hedge,339795890.0,155019340.0,45.6,184776550.0,54.400000000000006,2006,,over the hedge
The Devil Wears Prada,326711975.0,124740460.0,38.2,201965442.0,61.8,2006,,the devil wears prada
The Pursuit of Happyness,307127625.0,163566459.0,53.29999999999999,143561166.0,46.7,2006,,the pursuit of happyness
The Departed,291465034.0,132384315.0,45.4,159080719.0,54.6,2006,,the departed
Borat,262552893.0,128505958.0,48.9,134046935.0,51.1,2006,,borat
Eragon,250425512.0,75030163.0,30.0,175395349.0,70.0,2006,,eragon
Click,240685326.0,137355633.0,57.10000000000001,103329693.0,42.9,2006,,click
The Holiday,205844805.0,63224849.0,30.7,142617036.0,69.3,2006,,the holiday
The Break0Up,205668210.0,118703275.0,57.70000000000001,86964935.0,42.3,2006,,the break0up
Open Season,200811689.0,85105259.0,42.4,115706430.0,57.60000000000001,2006,,open season
Inside Man,186003591.0,88513495.0,47.6,97490096.0,52.400000000000006,2006,,inside man
Poseidon,181674817.0,60674817.0,33.4,121000000.0,66.6,2006,,poseidon
Deja Vu,180557550.0,64038616.0,35.5,116518934.0,64.5,2006,,deja vu
Flushed Away,178281554.0,64665672.0,36.3,113615882.0,63.7,2006,,flushed away
Scary Movie 4,178262620.0,90710620.0,50.9,87552000.0,49.1,2006,,scary movie 4
Blood Diamond,171720398.0,57377916.0,33.4,114342482.0,66.6,2006,,blood diamond
Saw III,164874275.0,80238724.0,48.7,84635551.0,51.300000000000004,2006,,saw iii
The Pink Panther,164115897.0,82226474.0,50.1,81889423.0,49.9,2006,,the pink panther
Miami Vice,163794509.0,63450470.0,38.7,100344039.0,61.3,2006,,miami vice
Talladega Nights: The Ballad of Ricky Bobby,163362095.0,148213377.0,90.7,15148718.0,9.3,2006,,talladega nights: the ballad of ricky bobby
World Trade Center,163247198.0,70278893.0,43.1,92968305.0,56.89999999999999,2006,,world trade center
The Fast and the Furious: Tokyo Drift,158964610.0,62514415.0,39.3,96450195.0,60.699999999999996,2006,,the fast and the furious: tokyo drift
Rocky Balboa,155929020.0,70270943.0,45.1,85658077.0,54.89999999999999,2006,,rocky balboa
Dreamgirls,155430335.0,103365956.0,66.5,52064379.0,33.5,2006,,dreamgirls
Charlotte's Web,148964090.0,82985708.0,55.7,65978114.0,44.3,2006,,charlotte's web
Garfield: A Tail of Two Kitties,143325970.0,28426747.0,19.8,114899223.0,80.2,2006,,garfield: a tail of two kitties
Monster House,141861243.0,73661010.0,51.9,68200233.0,48.1,2006,,monster house
Big Momma's House 2,141522961.0,70165972.0,49.6,71356989.0,50.4,2006,,big momma's house 2
Babel,135330182.0,34302837.0,25.3,101027345.0,74.7,2006,,babel
Perfume: The Story of a Murderer,135039924.0,2223293.0,1.6,132816631.0,98.4,2006,,perfume: the story of a murderer
V for Vendetta,132511035.0,70511035.0,53.2,62000000.0,46.8,2006,,v for vendetta
"You, Me and Dupree",130628903.0,75628110.0,57.9,55000793.0,42.1,2006,,"you, me and dupree"
Failure to Launch,130224158.0,88715192.0,68.1,41508966.0,31.900000000000002,2006,,failure to launch
The Queen,123384128.0,56441711.0,45.7,66942417.0,54.29999999999999,2006,,the queen
Apocalypto,120654337.0,50866635.0,42.2,69787702.0,57.8,2006,,apocalypto
Eight Below,120455994.0,81612565.0,67.8,38843429.0,32.2,2006,,eight below
The Omen,119974972.0,54607383.0,45.5,65367589.0,54.50000000000001,2006,,the omen
Final Destination 3,118890272.0,54098051.0,45.5,64792221.0,54.50000000000001,2006,,final destination 3
Barnyard,116755080.0,72637803.0,62.2,44117277.0,37.8,2006,,barnyard
The Lake House,114830111.0,52330111.0,45.6,62500000.0,54.400000000000006,2006,,the lake house
Step Up,114194847.0,65328121.0,57.2,48866726.0,42.8,2006,,step up
Underworld: Evolution,111476513.0,62318875.0,55.89999999999999,49157638.0,44.1,2006,,underworld: evolution
The Santa Clause 3: The Escape Clause,110768122.0,84500122.0,76.3,26268000.0,23.7,2006,,the santa clause 3: the escape clause
The Prestige,109676311.0,53089891.0,48.4,56586420.0,51.6,2006,,the prestige
Arthur and the Invisibles,107944236.0,15132763.0,14.000000000000002,92811473.0,86.0,2006,,arthur and the invisibles
Little Man,104003322.0,58645052.0,56.39999999999999,45358270.0,43.6,2006,,little man
The Wild,102338515.0,37384046.0,36.5,64954469.0,63.5,2006,,the wild
Little Miss Sunshine,101058954.0,59891098.0,59.3,41167856.0,40.7,2006,,little miss sunshine
Silent Hill,100605135.0,46982632.0,46.7,53622503.0,53.29999999999999,2006,,silent hill
The Good Shepherd,100266865.0,59952835.0,59.8,40314030.0,40.2,2006,,the good shepherd
Nacho Libre,99255460.0,80197993.0,80.8,19057467.0,19.2,2006,,nacho libre
Deep Sea,98230905.0,46412757.0,47.2,51818148.0,52.800000000000004,2006,,deep sea
The Guardian,94973540.0,55011732.0,57.9,39961808.0,42.1,2006,,the guardian
The Host,89431890.0,2201923.0,2.5,87229967.0,97.5,2006,,the host
The Illusionist,87892388.0,39868642.0,45.4,48023746.0,54.6,2006,,the illusionist
RV,87528173.0,71726025.0,81.9,15802148.0,18.1,2006,,rv
The Shaggy Dog,87134280.0,61123569.0,70.1,26010711.0,29.9,2006,,the shaggy dog
Date Movie,85749034.0,48548426.0,56.60000000000001,37200608.0,43.4,2006,,date movie
Volver,85585177.0,12899867.0,15.1,72685310.0,84.9,2006,,volver
Jackass Number Two,84645164.0,72778712.0,86.0,11866452.0,14.000000000000002,2006,,jackass number two
French Fried Vacation 3: Friends Forever,84152064.0,0.0,0.0,84152064.0,100.0,2006,,french fried vacation 3: friends forever
Pan's Labyrinth,83850267.0,37634615.0,44.9,46215652.0,55.1,2006,,pan's labyrinth
Firewall,82751189.0,48751189.0,58.9,34000000.0,41.1,2006,,firewall
Hostel,81979826.0,47326473.0,57.70000000000001,34653353.0,42.3,2006,,hostel
The Sentinel,78810595.0,36280697.0,46.0,42529898.0,54.0,2006,,the sentinel
Curse of the Golden Flower,78568977.0,6566773.0,8.4,72002204.0,91.6,2006,,curse of the golden flower
The Lives of Others,77356942.0,11286112.0,14.6,66070830.0,85.4,2006,,the lives of others
United 93,76700659.0,31483450.0,41.0,45217209.0,59.0,2006,,united 93
Lady in the Water,72785169.0,42285169.0,58.099999999999994,30500000.0,41.9,2006,,lady in the water
The Grudge 2,70711175.0,39143839.0,55.39999999999999,31567336.0,44.6,2006,,the grudge 2
Children of Men,70455770.0,35552383.0,50.5,34903387.0,49.5,2006,,children of men
The Hills Have Eyes,70008952.0,41778863.0,59.699999999999996,28230089.0,40.3,2006,,the hills have eyes
Curious George,69865924.0,58360760.0,83.5,11505164.0,16.5,2006,,curious george
John Tucker Must Die,68844775.0,41011711.0,59.599999999999994,27833064.0,40.4,2006,,john tucker must die
Letters from Iwo Jima,68673228.0,13756082.0,20.0,54917146.0,80.0,2006,,letters from iwo jima
Tales from Earthsea,68625104.0,0.0,0.0,68625104.0,100.0,2006,,tales from earthsea
Fearless,68072848.0,24633730.0,36.2,43439118.0,63.800000000000004,2006,,fearless
When a Stranger Calls,67062123.0,47860214.0,71.4,19201909.0,28.6,2006,,when a stranger calls
Take the Lead,66499627.0,34742066.0,52.2,31757561.0,47.8,2006,,take the lead
Flags of Our Fathers,65900249.0,33602376.0,51.0,32297873.0,49.0,2006,,flags of our fathers
16 Blocks,65664721.0,36895141.0,56.2,28769580.0,43.8,2006,,16 blocks
The Benchwarmers,64962629.0,59843754.0,92.1,5118875.0,7.9,2006,,the benchwarmers
Madea's Family Reunion,63368939.0,63318000.0,99.9,50939.0,,2006,,madea's family reunion
Snakes on a Plane,62022014.0,34020814.0,54.89999999999999,28001200.0,45.1,2006,,snakes on a plane
My Super Ex0Girlfriend,61108981.0,22530295.0,36.9,38578686.0,63.1,2006,,my super ex0girlfriend
Marie Antoinette,60917189.0,15962471.0,26.200000000000003,44954718.0,73.8,2006,,marie antoinette
Limit of Love: Umizaru,60369589.0,0.0,0.0,60369589.0,100.0,2006,,limit of love: umizaru
Invincible,58480828.0,57806952.0,98.8,673876.0,1.2,2006,,invincible
She's the Man,57194667.0,33741133.0,59.0,23453534.0,41.0,2006,,she's the man
Lucky Number Slevin,56308881.0,22495466.0,40.0,33813415.0,60.0,2006,,lucky number slevin
The Ant Bully,55181129.0,28142535.0,51.0,27038594.0,49.0,2006,,the ant bully
Stranger Than Fiction,53653224.0,40660952.0,75.8,12992272.0,24.2,2006,,stranger than fiction
The Texas Chainsaw Massacre: The Beginning,51764406.0,39517763.0,76.3,12246643.0,23.7,2006,,the texas chainsaw massacre: the beginning
Doomsday: The Sinking of Japan,51127401.0,0.0,0.0,51127401.0,100.0,2006,,doomsday: the sinking of japan
Notes on a Scandal,49814392.0,17510118.0,35.2,32304274.0,64.8,2006,,notes on a scandal
An Inconvenient Truth,49782012.0,24146161.0,48.5,25635851.0,51.5,2006,,an inconvenient truth
The Black Dahlia,49332692.0,22545080.0,45.7,26787612.0,54.29999999999999,2006,,the black dahlia
The Last King of Scotland,48618191.0,17606684.0,36.2,31011507.0,63.800000000000004,2006,,the last king of scotland
Suite Dreams,48090431.0,0.0,0.0,48090431.0,100.0,2006,,suite dreams
Death Note: The Last Name,47917637.0,0.0,0.0,47917637.0,100.0,2006,,death note: the last name
Deck the Halls,47232776.0,35093569.0,74.3,12139207.0,25.7,2006,,deck the halls
The Nativity Story,46432264.0,37629831.0,81.0,8802433.0,19.0,2006,,the nativity story
We Are Marshall,43545364.0,43545364.0,100.0,0.0,0.0,2006,,we are marshall
Last Holiday,43451846.0,38399961.0,88.4,5051885.0,11.6,2006,,last holiday
Glory Road,42938449.0,42647449.0,99.3,291000.0,0.7,2006,,glory road
