title,revenue_worldwide,revenue_domestic,domestic_pct,revenue_foreign,foreign_pct,release_year,rank,title_key
StreetDance 2 2012 Re0release,21638853.0,0.0,0.0,21638853.0,100.0,2012,197.0,streetdance 2 2012 re0release
2012 2012 Re0release,21538353.0,0.0,0.0,21538353.0,100.0,2012,198.0,2012 2012 re0release
Beasts of the Southern Wild,21107746.0,12795746.0,60.6,8312000.0,39.4,2012,199.0,beasts of the southern wild
Frozen,1280802282.0,400738009.0,31.3,880064273.0,68.7,2013,0.0,frozen
Iron Man 3,1214811252.0,409013994.0,33.7,805797258.0,66.3,2013,1.0,iron man 3
Despicable Me 2,970766005.0,368065385.0,37.9,602700620.0,62.1,2013,2.0,despicable me 2
The Hobbit: The Desolation of Smaug,958366855.0,258366855.0,27.0,700000000.0,73.0,2013,3.0,the hobbit: the desolation of smaug
The Hunger Games: Catching Fire,865011746.0,424668047.0,49.1,440343699.0,50.9,2013,4.0,the hunger games: catching fire
Fast & Furious 6,788679850.0,238679850.0,30.3,550000000.0,69.7,2013,5.0,fast & furious 6
Monsters University,743559607.0,268492764.0,36.1,475066843.0,63.9,2013,6.0,monsters university
Gravity,723192705.0,274092705.0,37.9,449100000.0,62.1,2013,7.0,gravity
Man of Steel,670145518.0,291045518.0,43.4,379100000.0,56.60000000000001,2013,8.0,man of steel
Thor: The Dark World,644783140.0,206362140.0,32.0,438421000.0,68.0,2013,9.0,thor: the dark world
The Croods,587204668.0,187168425.0,31.900000000000002,400036243.0,68.1,2013,10.0,the croods
World War Z,540007876.0,202359711.0,37.5,337648165.0,62.5,2013,11.0,world war z
Oz the Great and Powerful,493311825.0,234911825.0,47.6,258400000.0,52.400000000000006,2013,12.0,oz the great and powerful
Star Trek Into Darkness,467365246.0,228778661.0,49.0,238586585.0,51.0,2013,13.0,star trek into darkness
The Wolverine,414828246.0,132556852.0,32.0,282271394.0,68.0,2013,14.0,the wolverine
Pacific Rim,411002906.0,101802906.0,24.8,309200000.0,75.2,2013,15.0,pacific rim
The Wolf of Wall Street,392000694.0,116900694.0,29.799999999999997,275100000.0,70.2,2013,16.0,the wolf of wall street
G.I. Joe: Retaliation,375740705.0,122523060.0,32.6,253217645.0,67.4,2013,17.0,g.i. joe: retaliation
The Hangover Part III,362000072.0,112200072.0,31.0,249800000.0,69.0,2013,18.0,the hangover part iii
The Great Gatsby,353641895.0,144840419.0,41.0,208801476.0,59.0,2013,19.0,the great gatsby
Now You See Me,351723989.0,117723989.0,33.5,234000000.0,66.5,2013,20.0,now you see me
The Smurfs 2,347545360.0,71017784.0,20.4,276527576.0,79.6,2013,21.0,the smurfs 2
The Conjuring,319494638.0,137400141.0,43.0,182094497.0,56.99999999999999,2013,22.0,the conjuring
A Good Day to Die Hard,304654182.0,67349198.0,22.1,237304984.0,77.9,2013,23.0,a good day to die hard
Oblivion,286168572.0,89107235.0,31.1,197061337.0,68.9,2013,24.0,oblivion
Elysium,286140700.0,93050117.0,32.5,193090583.0,67.5,2013,25.0,elysium
Turbo,282570682.0,83028128.0,29.4,199542554.0,70.6,2013,26.0,turbo
Cloudy with a Chance of Meatballs 2,274325949.0,119793567.0,43.7,154532382.0,56.3,2013,27.0,cloudy with a chance of meatballs 2
Epic,268426634.0,107518682.0,40.1,160907952.0,59.9,2013,28.0,epic
The Lone Ranger,260502115.0,89302115.0,34.3,171200000.0,65.7,2013,29.0,the lone ranger
American Hustle,251171807.0,150117807.0,59.8,101054000.0,40.2,2013,30.0,american hustle
Grown Ups 2,246984278.0,133668525.0,54.1,113315753.0,45.9,2013,31.0,grown ups 2
After Earth,243611982.0,60522097.0,24.8,183089885.0,75.2,2013,32.0,after earth
Planes,239258712.0,90288712.0,37.7,148970000.0,62.3,2013,33.0,planes
The Heat,229930771.0,159582188.0,69.4,70348583.0,30.599999999999998,2013,34.0,the heat
Hansel & Gretel: Witch Hunters,226349749.0,55703475.0,24.6,170646274.0,75.4,2013,35.0,hansel & gretel: witch hunters
Captain Phillips,218791811.0,107100855.0,49.0,111690956.0,51.0,2013,36.0,captain phillips
Journey to the West: Conquering the Demons,205637183.0,18058.0,0.0,205619125.0,100.0,2013,37.0,journey to the west: conquering the demons
White House Down,205366737.0,73103784.0,35.6,132262953.0,64.4,2013,38.0,white house down
Percy Jackson: Sea of Monsters,199850315.0,68559554.0,34.3,131290761.0,65.7,2013,39.0,percy jackson: sea of monsters
Jack the Giant Slayer,197687603.0,65187603.0,33.0,132500000.0,67.0,2013,40.0,jack the giant slayer
The Secret Life of Walter Mitty,188133322.0,58236838.0,31.0,129896484.0,69.0,2013,41.0,the secret life of walter mitty
12 Years a Slave,187733202.0,56671993.0,30.2,131061209.0,69.8,2013,42.0,12 years a slave
The Butler,177313795.0,116632095.0,65.8,60681700.0,34.2,2013,43.0,the butler
Identity Thief,173965010.0,134506920.0,77.3,39458090.0,22.7,2013,44.0,identity thief
Anchorman 2: The Legend Continues,171464676.0,125168368.0,73.0,46296308.0,27.0,2013,45.0,anchorman 2: the legend continues
Olympus Has Fallen,170270201.0,98925640.0,58.099999999999994,71344561.0,41.9,2013,46.0,olympus has fallen
Insidious: Chapter 2,161919318.0,83586447.0,51.6,78332871.0,48.4,2013,47.0,insidious: chapter 2
Lone Survivor,154802912.0,125095601.0,80.8,29707311.0,19.2,2013,48.0,lone survivor
Jackass Presents: Bad Grandpa,151826547.0,102003019.0,67.2,49823528.0,32.8,2013,49.0,jackass presents: bad grandpa
47 Ronin,151783839.0,38362475.0,25.3,113421364.0,74.7,2013,50.0,47 ronin
RED 2,148075565.0,53262560.0,36.0,94813005.0,64.0,2013,51.0,red 2
Mama,146428180.0,71628180.0,48.9,74800000.0,51.1,2013,52.0,mama
Escape Plan,137328301.0,25135965.0,18.3,112192336.0,81.7,2013,53.0,escape plan
2 Guns,131940411.0,75612460.0,57.3,56327951.0,42.7,2013,54.0,2 guns
This Is the End,126041322.0,101470202.0,80.5,24571120.0,19.5,2013,55.0,this is the end
Ender's Game,125544024.0,61737191.0,49.2,63806833.0,50.8,2013,56.0,ender's game
Prisoners,122126687.0,61002302.0,50.0,61124385.0,50.0,2013,57.0,prisoners
Jurassic Park 2013 Re0release,118192315.0,45385935.0,38.4,72806380.0,61.6,2013,58.0,jurassic park 2013 re0release
Saving Mr. Banks,117867984.0,83301580.0,70.7,34566404.0,29.299999999999997,2013,59.0,saving mr. banks
Warm Bodies,116980662.0,66380662.0,56.7,50600000.0,43.3,2013,60.0,warm bodies
Personal Tailor,116126458.0,375892.0,0.3,115750566.0,99.7,2013,61.0,personal tailor
So Young,114926694.0,11186.0,0.0,114915508.0,100.0,2013,62.0,so young
Free Birds,110387072.0,55750480.0,50.5,54636592.0,49.5,2013,63.0,free birds
Gangster Squad,105200903.0,46000903.0,43.7,59200000.0,56.3,2013,64.0,gangster squad
Instructions Not Included,100486616.0,44467206.0,44.3,56019410.0,55.7,2013,65.0,instructions not included
Philomena,100129872.0,37709979.0,37.7,62419893.0,62.3,2013,66.0,philomena
Blue Jasmine,99104804.0,33405481.0,33.7,65699323.0,66.3,2013,67.0,blue jasmine
Young Detective Dee: Rise of the Sea Dragon,98774891.0,87783.0,0.0,98687108.0,100.0,2013,68.0,young detective dee: rise of the sea dragon
Riddick,98337295.0,42025135.0,42.7,56312160.0,57.3,2013,69.0,riddick
Safe Haven,97594140.0,71349120.0,73.1,26245020.0,26.899999999999995,2013,70.0,safe haven
Evil Dead,97542952.0,54239856.0,55.60000000000001,43303096.0,44.4,2013,71.0,evil dead
42,97470701.0,95020213.0,97.5,2450488.0,2.5,2013,72.0,42
The Mortal Instruments: City of Bones,95396573.0,31165421.0,32.7,64231152.0,67.3,2013,73.0,the mortal instruments: city of bones
Rush,95224595.0,26947624.0,28.300000000000004,68276971.0,71.7,2013,74.0,rush
Police Story: Lockdown,94249025.0,0.0,0.0,94249025.0,100.0,2013,75.0,police story: lockdown
The Internship,93492844.0,44672764.0,47.8,48820080.0,52.2,2013,76.0,the internship
The Purge,89328627.0,64473115.0,72.2,24855512.0,27.800000000000004,2013,77.0,the purge
Dhoom 3,88031955.0,8031955.0,9.1,80000000.0,90.9,2013,78.0,dhoom 3
Pain & Gain,87305549.0,49875291.0,57.10000000000001,37430258.0,42.9,2013,79.0,pain & gain
About Time,87100449.0,15322921.0,17.6,71777528.0,82.4,2013,80.0,about time
American Dreams in China,87097067.0,0.0,0.0,87097067.0,100.0,2013,81.0,american dreams in china
Snowpiercer,86758912.0,4563650.0,5.3,82195262.0,94.7,2013,82.0,snowpiercer
Carrie,84790678.0,35266619.0,41.6,49524059.0,58.4,2013,83.0,carrie
Finding Mr. Right,84112033.0,6945.0,0.0,84105088.0,100.0,2013,84.0,finding mr. right
The Fighter Pilot,82879386.0,0.0,0.0,82879386.0,100.0,2013,85.0,the fighter pilot
Miracle in Cell No. 7,82101723.0,0.0,0.0,82101723.0,100.0,2013,86.0,miracle in cell no. 7
The Attorney,78547586.0,557236.0,0.7,77990350.0,99.3,2013,87.0,the attorney
The Family,78418811.0,36918811.0,47.1,41500000.0,52.900000000000006,2013,88.0,the family
Scary Movie V,78378744.0,32015787.0,40.8,46362957.0,59.20000000000001,2013,89.0,scary movie v
R.I.P.D.,78324220.0,33618855.0,42.9,44705365.0,57.10000000000001,2013,90.0,r.i.p.d.
Tiny Times,77717014.0,23462.0,0.0,77693552.0,100.0,2013,91.0,tiny times
Suck Me Shakespeer,77676735.0,0.0,0.0,77676735.0,100.0,2013,92.0,suck me shakespeer
The Book Thief,76586316.0,21488481.0,28.1,55097835.0,71.9,2013,93.0,the book thief
Escape from Planet Earth,74597643.0,57012977.0,76.4,17584666.0,23.6,2013,94.0,escape from planet earth
August: Osage County,74188937.0,37738810.0,50.9,36450127.0,49.1,2013,95.0,august: osage county
The Best Man Holiday,72835710.0,70525195.0,96.8,2310515.0,3.2,2013,96.0,the best man holiday
The Counselor,71009334.0,16973715.0,23.9,54035619.0,76.1,2013,97.0,the counselor
Sole a catinelle,69903094.0,0.0,0.0,69903094.0,100.0,2013,98.0,sole a catinelle
The Call,68572631.0,51872378.0,75.6,16700253.0,24.4,2013,99.0,the call
